"subc","nodes","x_coord","y_coord"
38,525,-157.743727404396,21.3162350649963
38,526,-157.743821434811,21.3159927615567
38,527,-157.74385081926,21.3159156536845
38,528,-157.743862524836,21.3158880975577
38,529,-157.743862555413,21.315816551093
38,530,-157.743880078703,21.3157284220291
38,531,-157.743891809459,21.3154145901113
38,532,-157.743909449661,21.3154035194569
38,533,-157.743909438869,21.3153594355895
38,534,-157.744044550316,21.3151721823504
38,535,-157.744109217866,21.3150951572158
38,536,-157.744397045887,21.3147701979863
38,537,-157.744397040491,21.314748155603
38,538,-157.74446170984,21.3146820608285
38,539,-157.744502837636,21.3145389121411
38,540,-157.744502801663,21.3143957283802
38,541,-157.744502764791,21.3140597650462
38,542,-157.744490938706,21.3139992415718
38,543,-157.744490954894,21.313872590048
38,544,-157.744520283584,21.3137679269483
38,545,-157.744614272631,21.31356419723
38,546,-157.744673058615,21.3134870362977
38,547,-157.744843418089,21.3133603910692
38,548,-157.744931559744,21.3132887798533
38,549,-157.744949199946,21.3132777100983
38,550,-157.744949146886,21.3132612677933
38,551,-157.745037338003,21.313195167623
38,552,-157.745084319486,21.3131345407265
38,553,-157.745101896735,21.3130739659908
38,554,-157.745389801198,21.3125122314544
38,555,-157.745436766494,21.3123965903304
38,556,-157.745466099681,21.3123139696141
38,557,-157.745513094654,21.312308448676
38,558,-157.745542518672,21.3122037873749
38,559,-157.745560092324,21.3121321905482
38,560,-157.745589477672,21.3120661029683
38,561,-157.745618799168,21.3119394892161
38,562,-157.745648154838,21.3117632796517
38,563,-157.74566568982,21.311174051941
38,564,-157.745677459247,21.3110253553359
38,565,-157.745677361221,21.3106509082129
38,566,-157.745694887209,21.3103920419592
38,567,-157.745712539102,21.3102544106126
38,568,-157.745753647113,21.3100451347752
38,569,-157.74575361204,21.309912972206
38,570,-157.745829930307,21.3097917669765
38,571,-157.745865252979,21.3097642971846
38,572,-157.745923920253,21.3096100778429
38,573,-157.745970931413,21.3094889256734
38,574,-157.745970905333,21.3092080673985
38,575,-157.745970840582,21.3091474503946
38,576,-157.74594147322,21.3090979076424
38,577,-157.745894385617,21.3089327813228
38,578,-157.745876789482,21.3089162086162
38,579,-157.745876737322,21.308899676379
38,580,-157.745865020055,21.3088831477392
38,581,-157.745829696483,21.308729041712
38,582,-157.745818028679,21.3087180232183
38,583,-157.745817964827,21.3086574071137
38,584,-157.745788592969,21.3085858210789
38,585,-157.74578852552,21.3085142737148
38,586,-157.745770918593,21.3084647282647
38,587,-157.745741480185,21.3083215049335
38,588,-157.745741436118,21.3079746112394
38,589,-157.745759003475,21.3078809720293
38,590,-157.74578840591,21.307699253218
38,591,-157.745817740896,21.3074458953118
38,592,-157.745835317246,21.3073853205761
38,593,-157.745847056996,21.307308260368
38,594,-157.745864682809,21.3072531957784
38,595,-157.745911720949,21.3072311426032
38,596,-157.745923413035,21.3071595925412
38,597,-157.74613492009,21.30682909079
38,598,-157.746181950137,21.3067850869622
38,599,-157.746211238358,21.3067189975837
38,600,-157.746287663645,21.3064711408305
38,601,-157.746275779104,21.3061902843542
38,602,-157.746287571914,21.3061297572825
38,603,-157.746322791164,21.3060801533764
38,604,-157.74638148182,21.3058433663783
38,605,-157.746440266905,21.3057772257384
38,606,-157.746516643628,21.3057056163212
38,607,-157.74666940337,21.3055954592631
38,608,-157.746704670284,21.3055404360423
38,609,-157.746763331263,21.3053751955089
38,610,-157.746733928828,21.3051934892882
38,611,-157.746669259479,21.3050668062882
38,612,-157.746534112959,21.3048961455407
38,613,-157.746475259526,21.3047088905029
38,614,-157.746475229848,21.3045987685184
38,615,-157.746457666088,21.3045216705387
38,616,-157.746486924632,21.304356482166
38,617,-157.746516312678,21.3041306776886
38,618,-157.746533879135,21.3040371284108
38,619,-157.746563267181,21.3038113248329
38,620,-157.746657203167,21.3036240338221
38,621,-157.746686593911,21.3034093413681
38,622,-157.746733496254,21.303255123825
38,623,-157.7467805272,21.3030402910766
38,624,-157.746809856789,21.3029577611917
38,625,-157.746821581251,21.3028255950252
38,626,-157.746839154004,21.3027539981985
38,627,-157.746856792407,21.3027429275441
38,628,-157.746868582519,21.3026823995731
38,629,-157.746933173627,21.3025226233204
38,630,-157.747021236141,21.3023684417502
38,631,-157.747085899195,21.3023023442778
38,632,-157.747115265657,21.3021812415711
38,633,-157.747267966044,21.3020435310842
38,634,-157.747373781175,21.3019444051102
38,635,-157.747620550648,21.3017625882729
38,636,-157.747696921076,21.3016799567646
38,637,-157.747726256062,21.3016193784316
38,638,-157.74770857539,21.3014762432341
38,639,-157.747696830244,21.3013606147007
38,640,-157.747755516404,21.3011238259039
38,641,-157.747831896725,21.3009035207809
38,642,-157.747843547442,21.3008594324169
38,643,-157.747966895756,21.3005565479464
38,644,-157.747996255023,21.3004134010577
38,645,-157.748078532198,21.3002591754206
38,646,-157.748072638941,21.3002151374187
